CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,Visualizzazioni di pagina,Visualizzazioni di pagina uniche,Tempo medio sulla pagina,Accessi,Gender,Age,Device,,,,,,
C11617,8.04034,0.181818,176.85,176.85,490,310,332,290,1,4,0,,,,,,
C11618,83.004246,1,726.89,482.51,490,310,333,290,1,4,0,,,,,,
C11619,197.02206,1,3824.78,1722.51,490,310,334,290,1,4,0,,,,,,
C11621,223.818492,1,1702.42,725,490,310,335,290,1,4,0,,,,,,
C11622,2270.429964,1,8257.26,6367.49,490,310,336,290,1,4,0,,,,,,
C11623,341.379209,1,426.92,426.92,490,310,337,290,1,4,0,,,,,,
C11624,103.393689,1,0,0,490,310,338,290,1,4,0,,,,,,
C11625,1050.527038,0.818182,8880.59,2269.45,490,310,339,290,1,4,0,,,,,,
C11626,1033.394656,1,262.44,0,490,310,340,290,1,4,0,,,,,,
C11627,0,0,2600,2600,490,310,341,290,1,4,0,,,,,,
C11628,5805.32079,1,1724.75,1638.97,490,310,342,290,1,4,0,,,,,,
C11629,167.35668,1,288,288,490,310,343,290,1,4,0,,,,,,
C11630,5942.683036,1,976.45,897.45,490,310,344,290,1,4,0,,,,,,
C11631,5559.733773,1,930,0,490,310,345,290,1,4,0,,,,,,
C11632,2650.518784,1,503,128,490,310,346,290,1,4,0,,,,,,
C11633,0.126562,0.2,0,0,490,310,347,290,1,4,0,,,,,,
C11634,1.343207,0.181818,19.08,0,490,310,348,290,1,4,0,,,,,,
C11635,1229.397644,1,11414.48,6754.38,490,310,349,290,1,4,0,,,,,,
C11636,1163.790341,1,517,517,490,310,350,290,1,4,0,,,,,,
C11637,2000.797758,1,1037.5,0,490,310,351,290,1,4,0,,,,,,
C11638,8809.504736,1,25378.36,20646.07,490,310,352,290,1,4,0,,,,,,
C11639,82.803156,1,756.68,597.35,490,310,353,290,1,4,0,,,,,,
C11640,343.674421,0.454545,452.07,452.07,490,310,354,290,1,4,0,,,,,,
C11641,171.616134,1,4996.17,4726.17,490,310,355,290,1,4,0,,,,,,
C11642,417.841508,1,311.86,0,490,310,356,290,1,4,0,,,,,,
C11643,97.917955,1,824.31,0,490,310,357,290,1,4,0,,,,,,
C11644,6.08697,0.181818,333.24,0,490,310,358,290,1,4,0,,,,,,
C11645,1.600479,0.181818,513.24,0,490,310,359,290,1,4,0,,,,,,
C11646,70.457831,0.818182,1146.59,650.78,490,310,360,290,1,4,0,,,,,,
C11647,1160.206649,0.9,1600,1400,490,310,361,290,1,4,0,,,,,,
C11648,4060.966003,1,823.1,407,490,310,362,290,1,4,0,,,,,,
C11649,2714.595164,1,666.1,75,490,310,363,290,1,4,0,,,,,,
C11650,1212.812748,1,397.44,0,490,310,364,290,1,4,0,,,,,,
C11651,48.822128,1,537.51,0,490,310,365,290,1,4,0,,,,,,
C11652,694.202818,0.818182,0,0,490,310,366,290,1,4,0,,,,,,
C11653,3478.592472,0.9,0,0,490,310,367,290,1,4,0,,,,,,
C11654,1191.662907,1,979.92,849.92,490,310,368,290,1,4,0,,,,,,
C11655,1552.772103,1,34.74,34.74,490,310,369,290,1,4,0,,,,,,
C11656,705.232653,1,1902.4,1669.8,490,310,370,290,1,4,0,,,,,,
C11657,3391.70218,1,38902.71,33803.84,490,310,371,290,1,4,0,,,,,,
C11658,1013.728552,1,3209.62,2797.99,490,310,372,290,1,4,0,,,,,,
C11659,22.728166,0.818182,262.5,0,490,310,373,290,1,4,0,,,,,,
C11660,799.518482,1,339.96,0,490,310,374,290,1,4,0,,,,,,
C11661,5344.347568,1,270.02,270.02,490,310,375,290,1,4,0,,,,,,
C11662,350.378913,0.636364,3263.48,3263.48,490,310,376,290,1,4,0,,,,,,
C11663,2763.049499,1,1921.85,1715.55,490,310,377,290,1,4,0,,,,,,
C11664,4.383989,0.545455,96.5,0,490,310,378,290,1,4,0,,,,,,
C11666,4954.880195,1,281.31,0,490,310,379,290,1,4,0,,,,,,
C11667,1670.146578,0.727273,3420.97,3420.97,490,310,380,290,1,4,0,,,,,,
C11668,1728.275923,1,628.56,0,490,310,381,290,1,4,0,,,,,,
C11669,1034.555485,1,5787.66,5093,490,310,382,290,1,4,0,,,,,,
C11670,502.653982,1,4748.5,1845.75,490,310,383,290,1,4,0,,,,,,
C11671,1216.570617,1,5140.49,4882.68,490,310,384,290,1,4,0,,,,,,
C11672,7611.152584,1,3707.79,3707.79,490,310,385,290,1,4,0,,,,,,
C11673,25.414572,1,262.92,262.92,490,310,386,290,1,4,0,,,,,,
C11674,135.037323,1,270,0,490,310,387,290,1,4,0,,,,,,
C11675,41.762859,0.090909,0,0,490,310,388,290,1,4,0,,,,,,
C11676,1563.747179,1,801.46,601.46,490,310,389,290,1,4,0,,,,,,
C11677,1044.273707,1,1463.84,255,490,310,390,290,1,4,0,,,,,,
C11678,8159.168439,1,2453.07,1845.55,490,310,391,290,1,4,0,,,,,,
C11679,2403.75955,1,367.16,367.16,490,310,392,290,1,4,0,,,,,,
C11680,2876.009336,1,152.61,152.61,490,310,393,290,1,4,0,,,,,,
C11681,1237.673602,0.727273,0,0,490,310,394,290,1,4,0,,,,,,
C11682,283.30016,1,461.36,0,490,310,395,290,1,4,0,,,,,,
C11683,7339.943073,875,0,0,490,310,396,290,1,4,0,,,,,,
C11684,1226.122189,1,295.34,295.34,490,310,397,290,1,4,0,,,,,,
C11685,3515.039029,1,2924.08,1385.29,490,310,398,290,1,4,0,,,,,,
C11686,30.525356,0.454545,384.95,384.95,490,310,399,290,1,4,0,,,,,,
C11687,1283.280303,0.777778,0,0,490,310,400,290,1,4,0,,,,,,
C11688,49.416158,0.727273,590,350,490,310,401,290,1,4,0,,,,,,
C11689,1621.035373,1,23.21,0,490,310,402,290,1,4,0,,,,,,
C11690,1624.651156,0.636364,0,0,490,310,403,290,1,4,0,,,,,,
C11691,5269.72399,1,682.57,669.47,490,310,404,290,1,4,0,,,,,,
C11692,314.507915,0.727273,3492.21,3195.21,490,310,405,290,1,4,0,,,,,,
C11693,2150.212841,1,4096.08,3238.27,490,310,406,290,1,4,0,,,,,,
C11694,891.620777,1,0,0,490,310,407,290,1,4,0,,,,,,
C11695,3454.094319,1,31299.35,19064.3,490,310,408,290,1,4,0,,,,,,
C11696,86.905609,1,1106.4,0,490,310,409,290,1,4,0,,,,,,
C11697,1647.932117,1,0,0,490,310,410,290,1,4,0,,,,,,
C11698,188.424847,1,1576.35,1063.85,490,310,411,290,1,4,0,,,,,,
C11699,1250.885289,1,892.19,363.85,490,310,412,290,1,4,0,,,,,,
C11700,5148.625027,1,0,0,490,310,413,290,1,4,0,,,,,,
C11701,3272.586986,1,1146.57,991.58,490,310,414,290,1,4,0,,,,,,
C11702,1698.369764,0.818182,0,0,490,310,415,290,1,4,0,,,,,,
C11703,246.864346,1,2995.55,2301.11,490,310,416,290,1,4,0,,,,,,
C11704,2004.914139,1,3628.29,1937.35,490,310,417,290,1,4,0,,,,,,
C11705,10.703306,0.090909,0,0,490,310,418,290,1,4,0,,,,,,
C11706,1410.753575,1,588.85,399.85,490,310,419,290,1,4,0,,,,,,
C11707,2388.030134,1,3832.98,2004.03,490,310,420,290,1,4,0,,,,,,
C11708,96.109401,1,938.2,938.2,490,310,421,290,1,4,0,,,,,,
C11709,8953.743398,1,254.85,83.97,490,310,422,290,1,4,0,,,,,,
C11710,3414.977831,1,2219.55,1695.03,490,310,423,290,1,4,0,,,,,,
C11711,1039.88038,0.818182,93.24,0,490,310,424,290,1,4,0,,,,,,
C11712,92.898327,1,546,46,490,310,425,290,1,4,0,,,,,,
C11713,2885.068871,1,0,0,490,310,426,290,1,4,0,,,,,,
C11714,7919.563494,1,85.54,0,490,310,427,290,1,4,0,,,,,,
C11715,4707.131609,0.636364,7066.08,4534.03,490,310,428,290,1,4,0,,,,,,
C11716,1915.245632,1,39,39,490,310,429,290,1,4,0,,,,,,
C11717,392.667425,1,4015.23,4015.23,490,310,430,290,1,4,0,,,,,,
C11718,104.57287,1,937.56,630,490,310,431,290,1,4,0,,,,,,
C11719,2257.542109,1,0,0,490,310,432,290,1,4,0,,,,,,
C11720,75.070011,0.9,898.45,0,490,310,433,290,1,4,0,,,,,,
C11721,7533.854422,1,5253.06,3096.1,490,310,434,290,1,4,0,,,,,,
C11722,628.384411,1,887.3,840,490,310,435,290,1,4,0,,,,,,
C11723,165.808096,0.714286,981.19,823.39,490,310,436,290,1,4,0,,,,,,
C11724,5329.544052,1,1651.64,1088.79,490,310,437,290,1,4,0,,,,,,
C11725,1171.429087,0.909091,1845.42,1845.42,490,310,438,290,1,4,0,,,,,,
C11726,99.912238,1,730.2,165,490,310,439,290,1,4,0,,,,,,
C11728,114.295749,1,109.8,0,490,310,440,290,1,4,0,,,,,,
C11729,287.099648,0.818182,2693.64,640.5,490,310,441,290,1,4,0,,,,,,
C11730,5867.560972,1,609,109.06,490,310,442,290,1,4,0,,,,,,
C11731,7499.30365,1,350.57,350.57,490,310,443,290,1,4,0,,,,,,
C11732,23.331936,0.454545,1194.96,0,490,310,444,290,1,4,0,,,,,,
C11733,262.723622,0.818182,2365.07,2125.07,490,310,445,290,1,4,0,,,,,,
C11734,204.584048,0.818182,0,0,490,310,446,290,1,4,0,,,,,,
C11735,4977.237859,1,61.99,61.99,490,310,447,290,1,4,0,,,,,,
C11736,433.677841,1,1391.89,1088.83,490,310,448,290,1,4,0,,,,,,
C11737,1220.493289,0.363636,0,0,490,310,449,290,1,4,0,,,,,,
C11738,3740.907731,1,0,0,490,310,450,290,1,4,0,,,,,,
C11739,1669.01626,1,892.3,517.3,490,310,451,290,1,4,0,,,,,,
C11740,117.617134,1,1081.23,100,490,310,452,290,1,4,0,,,,,,
C11741,3802.910134,1,0,0,490,310,453,290,1,4,0,,,,,,
C11742,43.354029,1,617.34,0,490,310,454,290,1,4,0,,,,,,
C11743,4530.639094,1,0,0,490,310,455,290,1,4,0,,,,,,
C11744,3529.587012,1,0,0,490,310,456,290,1,4,0,,,,,,
C11745,5052.910787,1,1062.63,343.15,490,310,457,290,1,4,0,,,,,,
C11746,51.923357,0.3,835.31,250,490,310,458,290,1,4,0,,,,,,
C11747,144.012882,0.636364,675.53,675.53,490,310,459,290,1,4,0,,,,,,
C11749,293.803208,1,380.59,332.52,490,310,460,290,1,4,0,,,,,,
C11750,11.188595,0.454545,159.84,0,490,310,461,290,1,4,0,,,,,,
C11751,516.814969,1,276.52,141.96,490,310,462,290,1,4,0,,,,,,
C11752,1134.122053,1,288.39,0,490,310,463,290,1,4,0,,,,,,
C11753,11670.17985,1,4872.6,0,490,310,464,290,1,4,0,,,,,,
C11754,1569.88775,1,741.66,309.66,490,310,465,290,1,4,0,,,,,,
C11755,4532.433434,1,1433.26,1433.26,490,310,466,290,1,4,0,,,,,,
C11756,5505.828486,1,0,0,490,310,467,290,1,4,0,,,,,,
C11757,2843.394382,1,0,0,490,310,468,290,1,4,0,,,,,,
C11758,2391.214539,1,4186.49,3313,490,310,469,290,1,4,0,,,,,,
C11759,2270.950105,1,1403.42,77,490,310,470,290,1,4,0,,,,,,
C11760,5193.415429,1,3584.8,2204.52,490,310,471,290,1,4,0,,,,,,
C11761,2431.193194,1,0,0,490,310,472,290,1,4,0,,,,,,
C11762,1232.292951,1,0,0,490,310,473,290,1,4,0,,,,,,
C11763,279.253475,1,3243.86,3002.52,490,310,474,290,1,4,0,,,,,,
C11764,2369.91046,1,916.22,716.4,490,310,475,290,1,4,0,,,,,,
C11765,1917.441126,0.909091,12617.19,76.19,490,310,476,290,1,4,0,,,,,,
C11766,7445.228843,1,1023.29,0,490,310,477,290,1,4,0,,,,,,
C11767,193.565763,1,1821.52,0,490,310,478,290,1,4,0,,,,,,
C11768,3013.590493,1,0,0,490,310,479,290,1,4,0,,,,,,
C11769,92.406069,0.727273,0,0,490,310,480,290,1,4,0,,,,,,
C11770,2472.874609,1,2052.74,730.94,490,310,481,290,1,4,0,,,,,,
C11771,154.439292,1,1047.94,440,490,310,482,290,1,4,0,,,,,,
C11773,269.911748,1,1348.44,1259.44,490,310,483,290,1,4,0,,,,,,
C11774,146.04887,0.909091,3256.15,3256.15,490,310,484,290,1,4,0,,,,,,
C11775,2779.833422,1,0,0,490,310,485,290,1,4,0,,,,,,
C11776,161.792222,1,2883.58,1933.56,490,310,486,290,1,4,0,,,,,,
C11777,5239.120768,1,1823.23,1823.23,490,310,487,290,1,4,0,,,,,,
C11778,2288.014844,1,1753.46,1753.46,490,310,488,290,1,4,0,,,,,,
C11779,1526.707241,1,484.47,0,490,310,489,290,1,4,0,,,,,,
C11780,52.598283,1,517.83,0,490,310,490,290,1,4,0,,,,,,
C11781,981.886157,1,0,0,490,310,491,290,1,4,0,,,,,,
C11782,14.891634,0.222222,0,0,490,310,492,290,1,4,0,,,,,,
C11784,5.270593,0.181818,69.57,69.57,490,310,493,290,1,4,0,,,,,,
C11785,314.675322,1,1310.9,838.76,490,310,494,290,1,4,0,,,,,,
C11786,467.244925,1,4001.7,1769.36,490,310,495,290,1,4,0,,,,,,
C11787,304.945628,1,2788.81,2788.81,490,310,496,290,1,4,0,,,,,,
C11788,1271.429631,1,0,0,490,310,497,290,1,4,0,,,,,,
C11789,97.389327,1,60,60,490,310,498,290,1,4,0,,,,,,
C11790,1597.521193,1,211.07,0,490,310,499,290,1,4,0,,,,,,
C11791,10.118033,0.1,0,0,490,310,500,290,1,4,0,,,,,,
C11792,103.629108,1,1106.62,866.22,490,310,501,290,1,4,0,,,,,,
C11794,993.027484,1,0,0,490,310,502,290,1,4,0,,,,,,
C11795,4226.501257,1,4900,4900,490,310,503,290,1,4,0,,,,,,
C11796,1118.086877,1,128.8,0,490,310,504,290,1,4,0,,,,,,
C11797,555.131027,1,1586.45,1111.6,490,310,505,290,1,4,0,,,,,,
C11798,1133.572488,1,4063.49,2807,490,310,506,290,1,4,0,,,,,,
C11799,3646.04461,1,0,0,490,310,507,290,1,4,0,,,,,,
C11800,3790.914663,1,2655.68,1607.63,490,310,508,290,1,4,0,,,,,,
C11801,340.082231,1,3177.21,430,490,310,509,290,1,4,0,,,,,,
C11802,11.249863,0.636364,137.84,137.84,490,310,510,290,1,4,0,,,,,,
C11803,108.548004,1,1099.19,885.97,490,310,511,290,1,4,0,,,,,,
C11804,601.68828,0.8,1358.2,468.33,490,310,512,290,1,4,0,,,,,,
C11805,2529.016337,1,1040.74,0,490,310,513,290,1,4,0,,,,,,
C11806,306.90901,1,2768.93,1281.14,490,310,514,290,1,4,0,,,,,,
C11807,14.203161,0.454545,117,0,490,310,515,290,1,4,0,,,,,,
C11808,3387.93956,1,391.14,0,490,310,516,290,1,4,0,,,,,,
C11809,26.247988,0.090909,0,0,490,310,517,290,1,4,0,,,,,,
C11810,3961.649658,1,2280,0,490,310,518,290,1,4,0,,,,,,
C11811,121.388989,0.545455,783.83,683.93,490,310,519,290,1,4,0,,,,,,
C11813,354.527499,1,3751.42,1201.42,490,310,520,290,1,4,0,,,,,,
C11814,912.36003,1,10709.17,9689.36,490,310,521,290,1,4,0,,,,,,
C11815,5337.987139,1,2545.37,0,490,310,522,290,1,4,0,,,,,,
C11816,4210.323012,1,1210.31,139.02,490,310,523,290,1,4,0,,,,,,
C11817,890.275144,0.545455,435.14,435.14,1,310,417,290,1,4,0,,,,,,
C11818,1740.169093,1,276.72,0,382,239,25,225,1,0,1,,,,,,
C11819,5383.084424,1,9736.61,3684.52,382,239,26,225,1,0,1,,,,,,
C11820,4603.402061,1,0,0,382,239,27,225,1,0,1,,,,,,
C11821,18.150347,0.454545,119.8,0,382,239,28,225,1,0,1,,,,,,
C11822,2833.613641,1,1387.52,526.12,382,239,29,225,1,0,1,,,,,,
C11823,1547.714145,1,2476.31,804.4,382,239,30,225,1,0,1,,,,,,
C11824,144.346693,1,1976.32,859.79,382,239,31,225,1,0,1,,,,,,
C11825,1377.812538,1,14300.98,10394.67,382,239,32,225,1,0,1,,,,,,
C11826,926.341558,0.909091,45.65,45.65,382,239,33,225,1,0,1,,,,,,
C11827,10822.05811,1,4850.35,2847.8,382,239,34,225,1,0,1,,,,,,
C11828,1238.932482,1,280.09,69,382,239,35,225,1,0,1,,,,,,
C11829,5681.962807,1,523.19,340.19,382,239,36,225,1,0,1,,,,,,
C11830,1269.019947,0.818182,445.46,0,382,239,37,225,1,0,1,,,,,,
C11831,1592.48626,1,1449.48,460,382,239,38,225,1,0,1,,,,,,
C11832,9502.256762,1,2776.09,1424.05,382,239,39,225,1,0,1,,,,,,
C11833,57.416262,1,685,0,382,239,40,225,1,0,1,,,,,,
C11834,2303.956234,0.888889,0,0,382,239,41,225,1,0,1,,,,,,
C11835,2286.9003,0.909091,4536.48,3275,382,239,42,225,1,0,1,,,,,,
C11836,1058.369265,1,0,0,382,239,43,225,1,0,1,,,,,,
C11837,4803.122987,1,0,0,382,239,44,225,1,0,1,,,,,,
C11838,6836.552992,1,0,0,382,239,45,225,1,0,1,,,,,,
C11839,3.122949,0.545455,0,0,382,239,46,225,1,0,1,,,,,,
C11840,1053.639683,1,1027.01,1002.8,382,239,47,225,1,0,1,,,,,,
C11841,11734.26656,1,1528.12,0,382,239,48,225,1,0,1,,,,,,
C11842,80.55139,0.909091,2132.7,914,382,239,49,225,1,0,1,,,,,,
C11843,1308.786637,1,0,0,382,239,50,225,1,0,1,,,,,,
C11844,6224.464489,1,4439.11,3884.1,382,239,51,225,1,0,1,,,,,,
C11845,874.203747,1,232.8,232.8,382,239,52,225,1,0,1,,,,,,
C11846,1329.443468,1,0,0,382,239,53,225,1,0,1,,,,,,
C11847,4372.395867,1,569.91,569.91,382,239,54,225,1,0,1,,,,,,
C11848,4473.439581,1,656.2,656.2,382,239,55,225,1,0,1,,,,,,
C11849,1127.607606,1,0,0,382,239,56,225,1,0,1,,,,,,
C11850,1194.651852,1,322.29,0,382,239,57,225,1,0,1,,,,,,
C11851,291.991838,1,2971.56,1671.6,382,239,58,225,1,0,1,,,,,,
C11852,2929.747983,1,376.04,222,382,239,59,225,1,0,1,,,,,,
C11853,16.005542,0.272727,151.33,151.33,382,239,60,225,1,0,1,,,,,,
C11854,6937.806466,1,339.75,0,382,239,61,225,1,0,1,,,,,,
C11855,7888.028118,1,0,0,382,239,62,225,1,0,1,,,,,,
C11856,1020.292184,1,1788.1,921.1,382,239,63,225,1,0,1,,,,,,
C11857,4751.924842,1,1394.93,576.13,382,239,64,225,1,0,1,,,,,,
C11858,2270.955171,1,25.26,25.26,382,239,65,225,1,0,1,,,,,,
C11859,2377.759245,1,0,0,382,239,66,225,1,0,1,,,,,,
C11860,1473.902933,1,0,0,382,239,67,225,1,0,1,,,,,,
C11861,6853.020124,1,0,0,382,239,68,225,1,0,1,,,,,,
C11862,1527.644591,1,0,0,382,239,69,225,1,0,1,,,,,,
C11863,1611.475175,1,807.72,0,382,239,70,225,1,0,1,,,,,,
C11864,344.591662,0.363636,519,519,382,239,71,225,1,0,1,,,,,,
C11865,2021.641161,1,363.18,363.18,382,239,72,225,1,0,1,,,,,,
C11866,102.228073,1,1074.29,249.21,382,239,73,225,1,0,1,,,,,,
C11867,1407.26415,0.909091,151.64,151.64,382,239,74,225,1,0,1,,,,,,
C11868,2158.419812,1,154.53,115.8,382,239,75,225,1,0,1,,,,,,
C11869,1492.433396,1,99.75,34.32,382,239,76,225,1,0,1,,,,,,
C11870,5193.661885,1,0,0,382,239,77,225,1,0,1,,,,,,
C11871,1885.547591,1,0,0,382,239,78,225,1,0,1,,,,,,
C11872,54.842927,1,105,105,382,239,79,225,1,0,1,,,,,,
C11873,2125.107734,1,663.04,663.04,382,239,80,225,1,0,1,,,,,,
C11874,102.832194,1,1067.85,669.21,382,239,81,225,1,0,1,,,,,,
C11875,1628.609633,1,1340.83,695.04,382,239,82,225,1,0,1,,,,,,
C11876,1733.68291,1,100,100,382,239,83,225,1,0,1,,,,,,
C11877,9303.557117,1,6133.01,4045.67,382,239,84,225,1,0,1,,,,,,
C11878,3541.960207,1,0,0,382,239,85,225,1,0,1,,,,,,
C11879,1.420316,0.090909,0,0,382,239,86,225,1,0,1,,,,,,
C11880,2447.783112,1,431.96,290,382,239,87,225,1,0,1,,,,,,
C11881,94.280326,1,846.06,312.4,382,239,88,225,1,0,1,,,,,,
C11882,1628.591333,1,361,0,382,239,89,225,1,0,1,,,,,,
C11883,396.667584,1,2559.41,2469.41,382,239,90,225,1,0,1,,,,,,
C11884,5036.762745,1,3393.73,1702.72,382,239,91,225,1,0,1,,,,,,
C11885,248.243958,0.272727,0,0,382,239,92,225,1,0,1,,,,,,
C11886,109.417101,1,1219.85,878.7,382,239,93,225,1,0,1,,,,,,
C11887,4624.411724,1,2537.67,1774.91,382,239,94,225,1,0,1,,,,,,
C11888,491.605909,0.909091,747.55,0,382,239,95,225,1,0,1,,,,,,
C11889,5329.815675,1,674.85,501.85,382,239,96,225,1,0,1,,,,,,
C11890,10.486808,0.363636,241.27,241.27,382,239,97,225,1,0,1,,,,,,
C11892,4402.354047,1,0,0,382,239,98,225,1,0,1,,,,,,
C11893,7283.579076,1,209.07,209.07,382,239,99,225,1,0,1,,,,,,
C11894,30.859227,0.545455,415.04,0,382,239,100,225,1,0,1,,,,,,
C11895,112.87035,0.818182,918.6,603.6,382,239,101,225,1,0,1,,,,,,
C11896,7390.19856,1,612.1,0,382,239,102,225,1,0,1,,,,,,
C11897,1274.142457,1,5219.95,2568.35,382,239,103,225,1,0,1,,,,,,
C11898,644.112226,0.454545,638.61,0.01,382,239,104,225,1,0,1,,,,,,
C11899,91.231825,0.636364,736.91,32.71,382,239,105,225,1,0,1,,,,,,
C11900,915.717703,1,55.49,0,382,239,106,225,1,0,1,,,,,,
C11901,1216.594927,1,878.64,757.8,382,239,107,225,1,0,1,,,,,,
C11902,5941.271179,1,279.36,0,382,239,108,225,1,0,1,,,,,,
C11903,3817.693096,1,4974.27,3825.87,382,239,109,225,1,0,1,,,,,,
C11904,0,0,369.36,0,382,239,110,225,1,0,1,,,,,,
C11905,1276.941373,1,2196.54,1037.8,382,239,111,225,1,0,1,,,,,,
C11906,8099.879299,1,2352,1161.47,382,239,112,225,1,0,1,,,,,,
C11907,86.694598,0.5,0,0,382,239,113,225,1,0,1,,,,,,
C11908,78.910866,0.909091,828.14,301,382,239,114,225,1,0,1,,,,,,
C11909,52.776167,1,508.94,508.94,382,239,115,225,1,0,1,,,,,,
C11910,109.140973,1,319.62,319.62,382,239,116,225,1,0,1,,,,,,
C11911,2586.533933,1,400,400,382,239,117,225,1,0,1,,,,,,
C11912,6668.440979,1,5596.11,2880.91,382,239,118,225,1,0,1,,,,,,
C11913,2539.279598,1,820.42,820.42,382,239,119,225,1,0,1,,,,,,
C11914,2154.354852,1,104,104,382,239,120,225,1,0,1,,,,,,
C11915,2720.959921,1,66.49,0,382,239,121,225,1,0,1,,,,,,
C11916,693.643988,1,358.91,152,382,239,122,225,1,0,1,,,,,,
C11917,3414.780266,1,0,0,382,239,123,225,1,0,1,,,,,,
C11918,3478.070041,1,2465.92,1676.11,382,239,124,225,1,0,1,,,,,,
C11919,6378.276044,1,0,0,382,239,125,225,1,0,1,,,,,,
C11920,33.07464,0.909091,286.4,231.29,382,239,126,225,1,0,1,,,,,,
C11921,366.68899,1,653.21,0,382,239,127,225,1,0,1,,,,,,
C11922,245.17692,1,2481.64,0,382,239,128,225,1,0,1,,,,,,
C11924,786.483086,1,226.9,0,382,239,129,225,1,0,1,,,,,,
C11925,7.03142,0.454545,502.33,424,382,239,130,225,1,0,1,,,,,,
C11926,4379.015578,1,996.64,860.5,382,239,131,225,1,0,1,,,,,,
C11927,167.757298,1,320.72,0,382,239,132,225,1,0,1,,,,,,
C11928,1199.555426,0.5,0,0,382,239,133,225,1,0,1,,,,,,
C11929,5774.207136,1,2102.51,721.67,382,239,134,225,1,0,1,,,,,,
C11930,41.461969,0.272727,550.08,0,382,239,135,225,1,0,1,,,,,,
C11931,1383.161918,1,0,0,382,239,136,225,1,0,1,,,,,,
C11932,2572.878701,1,3975,3975,382,239,137,225,1,0,1,,,,,,
C11933,177.556406,0.818182,2228.35,1600.99,382,239,138,225,1,0,1,,,,,,
C11934,538.995587,1,0,0,382,239,139,225,1,0,1,,,,,,
C11935,92.816307,1,345.66,45.65,382,239,140,225,1,0,1,,,,,,
C11936,1247.423771,1,0,0,382,239,141,225,1,0,1,,,,,,
C11937,911.298036,1,954.15,425.35,382,239,142,225,1,0,1,,,,,,
C11938,98.427228,1,389.24,0,382,239,143,225,1,0,1,,,,,,
C11939,989.993863,0.909091,0,0,382,239,144,225,1,0,1,,,,,,
C11940,69.352136,1,636.15,0,382,239,145,225,1,0,1,,,,,,
C11941,12.029327,0.272727,581.21,0,382,239,146,225,1,0,1,,,,,,
C11942,1265.781431,1,1585.79,1257.32,382,239,147,225,1,0,1,,,,,,
C11943,3682.768495,1,1194.15,987.59,382,239,148,225,1,0,1,,,,,,
C11944,210.993146,0.818182,90.51,90.51,382,239,149,225,1,0,1,,,,,,
C11945,3171.17541,1,109.16,0,382,239,150,225,1,0,1,,,,,,
C11946,311.121985,1,744.09,689.09,382,239,151,225,1,0,1,,,,,,
C11947,3310.573808,1,717.14,649.14,382,239,152,225,1,0,1,,,,,,
C11948,408.948673,0.272727,0,0,382,239,153,225,1,0,1,,,,,,
C11949,131.342635,0.636364,1160.65,1160.65,382,239,154,225,1,0,1,,,,,,
C11950,365.005559,1,421.04,341,382,239,155,225,1,0,1,,,,,,
C11951,26.599993,0.545455,329.38,23.65,382,239,156,225,1,0,1,,,,,,
C11952,1117.461472,1,0,0,382,239,157,225,1,0,1,,,,,,
C11953,26.216029,0.545455,615.16,0,382,239,158,225,1,0,1,,,,,,
C11954,1106.697298,1,1260.13,1260.13,382,239,159,225,1,0,1,,,,,,
C11955,2205.471982,1,3278.42,1640.05,382,239,160,225,1,0,1,,,,,,
C11956,1722.910058,1,45.45,45.45,382,239,161,225,1,0,1,,,,,,
C11957,1672.969871,1,0,0,382,239,162,225,1,0,1,,,,,,
C11958,1333.896193,1,233.31,0,382,239,163,225,1,0,1,,,,,,
C11959,1329.826951,1,1304.96,1304.96,382,239,164,225,1,0,1,,,,,,
C11960,117.063942,0.909091,1035.05,64.9,382,239,165,225,1,0,1,,,,,,
C11961,559.151424,1,94,94,382,239,166,225,1,0,1,,,,,,
C11962,10.160744,0.636364,82.04,0,382,239,167,225,1,0,1,,,,,,
C11963,5206.452425,1,0,0,382,239,168,225,1,0,1,,,,,,
C11964,2623.967336,1,3005.89,2438.85,382,239,169,225,1,0,1,,,,,,
C11965,2297.324675,1,4474.43,3544.31,382,239,170,225,1,0,1,,,,,,
C11966,7248.040967,1,0,0,382,239,171,225,1,0,1,,,,,,
C11967,1917.977989,1,0,0,382,239,172,225,1,0,1,,,,,,
C11968,206.376314,1,1886.21,1230.31,382,239,173,225,1,0,1,,,,,,
C11969,5283.566994,1,202.31,116.09,382,239,174,225,1,0,1,,,,,,
C11970,102.055178,0.727273,999.19,586.29,382,239,175,225,1,0,1,,,,,,
C11971,3360.689054,1,794.1,0,382,239,176,225,1,0,1,,,,,,
C11972,1046.787477,1,517.08,282.6,382,239,177,225,1,0,1,,,,,,
C11973,869.091492,1,438.22,263.5,382,239,178,225,1,0,1,,,,,,
C11974,5292.905315,1,5539.68,2603.79,382,239,179,225,1,0,1,,,,,,
C11975,1856.325339,0.818182,670.5,516.9,382,239,180,225,1,0,1,,,,,,
C11976,127.240494,1,760.36,89,382,239,181,225,1,0,1,,,,,,
C11977,2282.814895,1,1522.72,1059.38,382,239,182,225,1,0,1,,,,,,
C11978,859.07875,1,0,0,382,239,183,225,1,0,1,,,,,,
C11979,5403.208353,1,1085.85,1025.19,382,239,184,225,1,0,1,,,,,,
